author,rating,date,content,title,product_link
hbiba,5,2022-04-09 22:00:00 UTC,Livraison rapide j'aime bien,"Coffret de couteaux de cuisine  6 Pièces, en acier inoxydable",https://expressshop.tn/produit/coffret-de-couteaux-de-cuisine-6-pieces-en-acier-inoxydable/#judgeme_product_reviews
intissar,5,2022-04-09 22:00:00 UTC,Super pratique et simple d'utilisation,"Fer à friser automatique sans fil, multifonctionnel, Rechargeable par USB",N/A
ibtissem,4,2022-04-08 22:00:00 UTC,pratique et simple,Support Mural Multifonction pour Recharge de Téléphone Portable,https://expressshop.tn/produit/support-mural-multifonction-pour-recharge-de-telephone-portable/#judgeme_product_reviews
nessrin,5,2022-04-08 22:00:00 UTC,La livraison est assez rapide,"Support de Machine à laver Mobile, Base réglable, tapis de pied à roulettes",https://expressshop.tn/produit/support-de-machine-a-laver-mobile-base-reglable-tapis-de-pied-a-roulettes/#judgeme_product_reviews
amel,5,2022-04-07 22:00:00 UTC,"Je souffre de sécheresse oculaire et je ne sais pas quelle en est la nature, mais je cherchais quelque chose de chaud avec lequel je pourrais me masser les yeux. Il ne chauffe que dans une certaine mesure donc pas de crainte de se brûler. J'aime vraiment le produit. Il m'a aider a résoudre le problème","Masseur avec vibration haute fréquence électrique anti-âge, rides, cernes pour visage & corps",https://expressshop.tn/produit/crayon-masseur-electrique-anti-rides-pour-les-yeux-et-levres/#judgeme_product_reviews
laasad,5,2022-04-07 22:00:00 UTC,Livraison rapide j'aime bien,"Aiguiseur de couteaux de cuisine électrique, professionnel, motorisée, rotative",https://expressshop.tn/produit/aiguiseur-de-couteaux-de-cuisine-electrique-professionnel-motorisee-rotative/#judgeme_product_reviews
mariem,4,2022-04-06 22:00:00 UTC,Je l'utilise pour tenir mon clip de lunettes de soleil afin que je sache toujours où il se trouve. Ils s'attachent à mes lunettes de conduite donc c'est parfait.,Porte-lunettes 3R Portable pour voiture,https://expressshop.tn/produit/porte-lunettes-3r-portable-pour-voiture/#judgeme_product_reviews
Lazer ben yahaya,4,2022-04-06 22:00:00 UTC,"Produit d'excellente qualité , veritable merci","Nano autocollant 4D en Fiber de carbone 5M, Protection pour voiture",https://expressshop.tn/produit/nano-autocollant-protection-pour-voiture/#judgeme_product_reviews
amel,5,2022-04-06 22:00:00 UTC,"Je suis tellement contente de mon achat! Il est arrivé partiellement chargé, j'ai donc pu l'essayer tout de suite. Un charme! Léger, malléable, puissant. Je l'adore! Le seul léger bémol c'est la taille de la tasse à poussière. Avec mon husky, je dois vider le compartiment régulièrement, autrement, il est parfait! Avec une charge, j'ai eu assez de batterie pour tout mon logement (petit 4 pièces sans tapis) et un nettoyage intense du divan 3 places!","4 en 1 Aspirateur à main portable, silencieux, Forte aspiration",N/A
nawel,5,2022-04-05 22:00:00 UTC,Super chose. Très confortable,"Distributeur automatique de dentifrice mural, résistant à la poussière",https://expressshop.tn/produit/distributeur-automatique-de-dentifrice-mural/#judgeme_product_reviews
marwa,5,2022-04-05 22:00:00 UTC,Livraison rapide,"Porte-balai mural auto-adhésif, organisateur d'accessoires salle de bains, cuisine",https://expressshop.tn/produit/porte-balai-mural-auto-adhesif/#judgeme_product_reviews
sameh,5,2022-04-05 22:00:00 UTC,très joli,"Lumière LED Ultra-mince avec détecteur de mouvement PIR, Rechargeable par USB",https://expressshop.tn/produit/lumiere-d-armoire-led/#judgeme_product_reviews
yassmin,4,2022-04-05 22:00:00 UTC,PARFAIT,"Fer à friser automatique sans fil, multifonctionnel, Rechargeable par USB",N/A
ritej,5,2022-04-05 22:00:00 UTC,bon article,"Fer à vapeur professionnel électrique Portable, pressage Humide et Sec",https://expressshop.tn/produit/fer-a-vapeur-professionnel-electrique-portable-pressage-humide-et-sec/#judgeme_product_reviews
jihen,4,2022-04-04 22:00:00 UTC,pratique et simple d'utilisation,"Spin n Curl Fer à boucler rotatif en céramique, avec écran LCD",https://expressshop.tn/produit/spin-n-curl-fer-a-boucler-rotatif-en-ceramique/#judgeme_product_reviews
olfa,4,2022-04-01 22:00:00 UTC,عاونتني بلباهي,"3 en 1 Aspirateur sans fil pour voiture et ménage, double usage",N/A
mariem,4,2022-04-01 22:00:00 UTC,يعطيكم الصحة,"Distributeur automatique de dentifrice mural, résistant à la poussière",https://expressshop.tn/produit/distributeur-automatique-de-dentifrice-mural/#judgeme_product_reviews
houda,5,2022-04-01 22:00:00 UTC,cela semble parfait sur ma honda fit comme oem. Je garde un stylo briseur de vitres dans le mien en cas d'urgence en cas d'accident de voiture.,Porte-lunettes 3R Portable pour voiture,https://expressshop.tn/produit/porte-lunettes-3r-portable-pour-voiture/#judgeme_product_reviews
ghada,5,2022-04-01 22:00:00 UTC,magnifique,"Sonifer – Moulin électrique à café, herbes, noix en acier inoxydable",https://expressshop.tn/produit/sonifer-moulin-electrique-en-acier-inoxydable/#judgeme_product_reviews
houda,5,2022-03-31 22:00:00 UTC,Très satisfait de la qualité,Balance de cuisine numérique pliable,https://expressshop.tn/produit/balance-de-cuisine-numerique-pliable/#judgeme_product_reviews
mahbouba,4,2022-03-31 22:00:00 UTC,bon article,"Sonifer – Moulin électrique à café, herbes, noix en acier inoxydable",https://expressshop.tn/produit/sonifer-moulin-electrique-en-acier-inoxydable/#judgeme_product_reviews
yosra,5,2022-03-31 22:00:00 UTC,magnifique,Brosse magique avec poignée pour décontamination et nettoyage Super forte,https://expressshop.tn/produit/brosse-magique-avec-poignee/#judgeme_product_reviews
nourhen,5,2022-03-31 22:00:00 UTC,Super pratique et simple d'utilisation,"Brosse sèche-cheveux électrique rotative 5 en 1, détachable et rotatif",N/A
hajer,5,2022-03-30 22:00:00 UTC,c'était très bien,"Sonifer – Moulin électrique à café, herbes, noix en acier inoxydable",https://expressshop.tn/produit/sonifer-moulin-electrique-en-acier-inoxydable/#judgeme_product_reviews
lobna,4,2022-03-30 22:00:00 UTC,عاونتني بلباهي في الدار,"4 en 1 Aspirateur à main portable, silencieux, Forte aspiration",N/A
brahim,5,2022-03-30 22:00:00 UTC,parfaites,KEMEI – Rasoir électrique professionnel à Triple lame flottante 3D pour homme,https://expressshop.tn/produit/kemei-rasoir-electrique-professionnel-homme/#judgeme_product_reviews
arije,5,2022-03-30 22:00:00 UTC,article magnifique,Boîte d'Assaisonnement Murale de Cuisine Salière et Poivrière,https://expressshop.tn/produit/boite-dassaisonnement-murale-de-cuisine-saliere-et-poivriere/#judgeme_product_reviews
salwa,4,2022-03-30 22:00:00 UTC,يعطيكم الصحة,"KERUI – sonnette intelligente sans fil, alarme de sécurité à domicile, lumière LED",https://expressshop.tn/produit/kerui-sonnette-intelligente-sans-fil/#judgeme_product_reviews
houda,5,2022-03-30 22:00:00 UTC,عجبني برشا,"Distributeur automatique de dentifrice mural, résistant à la poussière",https://expressshop.tn/produit/distributeur-automatique-de-dentifrice-mural/#judgeme_product_reviews
essia,4,2022-03-30 22:00:00 UTC,"Il se plie jusqu'à la taille d'un étui à brosse à dents mince. Parfait pour mon sac homme. Je suis un régime céto et je pèse religieusement ma nourriture au restaurant (quand je suis seul, je ne suis pas assez pathétique pour le faire en compagnie, lol). Je peux y mettre une assiette de taille normale et continuer à lire la lecture. Le seul problème, commun à la plupart des balances, est que la plupart ont quatre pieds au lieu de trois. Donc, si la table est inégale (pas parfaitement plate), cette petite échelle devra peut-être être légèrement déplacée jusqu'à ce qu'elle ait un bon contact en tous points. Trois points de contact ou pieds, le rendraient beaucoup plus fiable. En d'autres termes, déplié, il doit s'agir d'un Y, pas d'un X.",Balance de cuisine numérique pliable,https://expressshop.tn/produit/balance-de-cuisine-numerique-pliable/#judgeme_product_reviews
kawther,5,2022-03-30 22:00:00 UTC,"Batteur electrique avec un design sympa. Ses différents accessoires le rendent plutôt complet. Il y a 5 vitesses au total, les accessoires se mettent et s'enlèvent sans aucune difficulté. C'est un produit qui semble robuste j'en suis contente",Sonifer — Batteur à main électrique en acier inoxydable,https://expressshop.tn/produit/melangeur-a-main-electrique/#judgeme_product_reviews
isra,4,2022-03-30 22:00:00 UTC,J'ai acheté ceci et j'ai les cheveux épais mais la longueur des épaules. Les baguettes de curling fonctionnent bien une fois que vous les maîtrisez! Excellente  !,"Brosse sèche-cheveux électrique rotative 5 en 1, détachable et rotatif",N/A
najwa,5,2022-03-29 22:00:00 UTC,pratique علخر,"3 en 1 Aspirateur sans fil pour voiture et ménage, double usage",N/A
mahmoud,5,2022-03-29 22:00:00 UTC,استعمال ساهل pratique علخر,"KERUI – sonnette intelligente sans fil, alarme de sécurité à domicile, lumière LED",https://expressshop.tn/produit/kerui-sonnette-intelligente-sans-fil/#judgeme_product_reviews
bessem,5,2022-03-29 22:00:00 UTC,Cette chose est folle pour ce prix . Il a rasé ma tête complètement chauve rapidement et facilement. J'ai arraché la lame de tondeuse au fromage à l'arrière et maintenant cela ne m'empêche plus de passer derrière mon oreille ou quoi que ce soit. J'aime aussi le boîtier et le deuxième jeu de feuilles. Je le recommanderais certainement pour un usage domestique ou même pour les barbiers débutants.,Kemei–KM-2026 Rasoir Électrique Pro de Barbe et Cheveux pour Homme,https://expressshop.tn/produit/rasoir-electrique-pro-de-barbe-et-cheveux-pour-homme/#judgeme_product_reviews
yassmin,4,2022-03-29 22:00:00 UTC,Le produit est bon,Boîte d'Assaisonnement Murale de Cuisine Salière et Poivrière,https://expressshop.tn/produit/boite-dassaisonnement-murale-de-cuisine-saliere-et-poivriere/#judgeme_product_reviews
bouthaina,5,2022-03-28 22:00:00 UTC,وصلني فيسع وعجبني,Boîte d'Assaisonnement Murale de Cuisine Salière et Poivrière,https://expressshop.tn/produit/boite-dassaisonnement-murale-de-cuisine-saliere-et-poivriere/#judgeme_product_reviews
fatma,4,2022-03-28 22:00:00 UTC,يعطيكم الصحة,"Fer à friser automatique sans fil, multifonctionnel, Rechargeable par USB",N/A
hela,4,2022-03-28 22:00:00 UTC,Le produit est bon,Brosse magique avec poignée pour décontamination et nettoyage Super forte,https://expressshop.tn/produit/brosse-magique-avec-poignee/#judgeme_product_reviews
dina,4,2022-03-28 22:00:00 UTC,Tout est parfait et rapide,"Distributeur automatique de dentifrice mural, résistant à la poussière",https://expressshop.tn/produit/distributeur-automatique-de-dentifrice-mural/#judgeme_product_reviews
souhir,5,2022-03-28 22:00:00 UTC,Facile à installer,"KERUI – sonnette intelligente sans fil, alarme de sécurité à domicile, lumière LED",https://expressshop.tn/produit/kerui-sonnette-intelligente-sans-fil/#judgeme_product_reviews
fathia,4,2022-03-27 22:00:00 UTC,نجم نجبد وقت مانحب من غير قلق,"Support de Machine à laver Mobile, Base réglable, tapis de pied à roulettes",https://expressshop.tn/produit/support-de-machine-a-laver-mobile-base-reglable-tapis-de-pied-a-roulettes/#judgeme_product_reviews
omar,4,2022-03-27 22:00:00 UTC,Arrivé en parfait état,"3 en 1 Aspirateur sans fil pour voiture et ménage, double usage",N/A
ichrak,5,2022-03-27 22:00:00 UTC,Elles sont parfaites et collent très bien,Support Mural Multifonction pour Recharge de Téléphone Portable,https://expressshop.tn/produit/support-mural-multifonction-pour-recharge-de-telephone-portable/#judgeme_product_reviews
ramzi,5,2022-03-27 22:00:00 UTC,"J'ai été agréablement surpris par la qualité de ce moulin à grains électrique  en acier inoxydable. Il est facile à utiliser et peut traiter une grande variété de grains, d'herbes, d'épices et de café.","Broyeur électrique en acier inoxydable, avec grande capacité",https://expressshop.tn/produit/broyeur-electrique-en-acier-inoxydable/#judgeme_product_reviews
khouloud,5,2022-03-27 22:00:00 UTC,Très satisfait de la qualité,"ECOCO – étagère à épices murale avec cuillères, rangement d'articles de cuisine",https://expressshop.tn/produit/ecoco-etagere-a-epices-murale-avec-cuilleres/#judgeme_product_reviews
malika,4,2022-03-26 23:00:00 UTC,Je recommande fortement ce moulin à grains électrique avec deux lames en acier inoxydable puissante pour les amateurs de cuisine. Il est facile à utiliser et peut moudre une variété d'aliments en quelques secondes.,"Broyeur électrique en acier inoxydable, avec grande capacité",https://expressshop.tn/produit/broyeur-electrique-en-acier-inoxydable/#judgeme_product_reviews
mejda,4,2022-03-26 23:00:00 UTC,يعطيكم الصحة,"Coffret de couteaux de cuisine  6 Pièces, en acier inoxydable",https://expressshop.tn/produit/coffret-de-couteaux-de-cuisine-6-pieces-en-acier-inoxydable/#judgeme_product_reviews
lobna,4,2022-03-26 23:00:00 UTC,يعطيكم الصحة لسقلي,Support Mural Multifonction pour Recharge de Téléphone Portable,https://expressshop.tn/produit/support-mural-multifonction-pour-recharge-de-telephone-portable/#judgeme_product_reviews
kaies abdedaim,5,2022-03-26 23:00:00 UTC,"Livraison rapide , we haya behya ya3tikom saha","Nano autocollant 4D en Fiber de carbone 5M, Protection pour voiture",https://expressshop.tn/produit/nano-autocollant-protection-pour-voiture/#judgeme_product_reviews
besem,5,2022-03-26 23:00:00 UTC,يلسق بلباهي,"Distributeur automatique de dentifrice mural, résistant à la poussière",https://expressshop.tn/produit/distributeur-automatique-de-dentifrice-mural/#judgeme_product_reviews
halima,4,2022-03-26 23:00:00 UTC,كوجينتي تنظمة,"ECOCO – étagère à épices murale avec cuillères, rangement d'articles de cuisine",https://expressshop.tn/produit/ecoco-etagere-a-epices-murale-avec-cuilleres/#judgeme_product_reviews
laila,5,2022-03-26 23:00:00 UTC,"Je suis amoureux de cet outil ! En tant que femme célibataire, il a toujours été difficile de déplacer des meubles ou des appareils électroménagers lourds. J'ai pu déplacer la sécheuse et la laveuse sans problème ! J'ai levé mon énorme canapé sectionnel pour mettre facilement de nouveaux coussinets sous les pieds ! Je pense que ce serait bien si la partie métallique qui se soulève était un peu plus longue pour les bases plus difficiles à atteindre. Dans l'ensemble, il est facile à utiliser et robuste!","Support de Machine à laver Mobile, Base réglable, tapis de pied à roulettes",https://expressshop.tn/produit/support-de-machine-a-laver-mobile-base-reglable-tapis-de-pied-a-roulettes/#judgeme_product_reviews
lotfi,5,2022-03-25 23:00:00 UTC,"Le produit est arrivé, tout va bien",Brosse magique avec poignée pour décontamination et nettoyage Super forte,https://expressshop.tn/produit/brosse-magique-avec-poignee/#judgeme_product_reviews
naima,5,2022-03-25 23:00:00 UTC,Je recommande fortement ce moulin à grains électrique avec deux lames en acier inoxydable puissante pour les amateurs de cuisine. Il est facile à utiliser et peut moudre une variété d'aliments en quelques secondes.,"Broyeur électrique en acier inoxydable, avec grande capacité",https://expressshop.tn/produit/broyeur-electrique-en-acier-inoxydable/#judgeme_product_reviews
yosra,5,2022-03-25 23:00:00 UTC,نظفتلي تراكن الكرهبة الكل,"3 en 1 Aspirateur sans fil pour voiture et ménage, double usage",N/A
mouna,5,2022-03-25 23:00:00 UTC,راتحتني من هرجت l'installation,"KERUI – sonnette intelligente sans fil, alarme de sécurité à domicile, lumière LED",https://expressshop.tn/produit/kerui-sonnette-intelligente-sans-fil/#judgeme_product_reviews
balssem,4,2022-03-25 23:00:00 UTC,يعطيكم الصحة,"Fer à vapeur professionnel électrique Portable, pressage Humide et Sec",https://expressshop.tn/produit/fer-a-vapeur-professionnel-electrique-portable-pressage-humide-et-sec/#judgeme_product_reviews
yasine,4,2022-03-25 23:00:00 UTC,نلوج فيه عندي برشا,"Nano autocollant 4D en Fiber de carbone 5M, Protection pour voiture",https://expressshop.tn/produit/nano-autocollant-protection-pour-voiture/#judgeme_product_reviews
intissar,5,2022-03-25 23:00:00 UTC,Super produit,"Spin n Curl Fer à boucler rotatif en céramique, avec écran LCD",https://expressshop.tn/produit/spin-n-curl-fer-a-boucler-rotatif-en-ceramique/#judgeme_product_reviews
yassmine,4,2022-03-25 23:00:00 UTC,"نلوج فيه ولقيتوا عندكم merci Super titulaire, il tient solidement.","Porte-balai mural auto-adhésif, organisateur d'accessoires salle de bains, cuisine",https://expressshop.tn/produit/porte-balai-mural-auto-adhesif/#judgeme_product_reviews
ichrak,5,2022-03-25 23:00:00 UTC,"C'est un excellent produit pour tous ceux qui ont du mal à boucler leurs cheveux ! J'ai les cheveux mi-longs et j'ai bouclé toute ma tête en un rien de temps. Le seul problème que j'ai avec, c'est la batterie. Il ne dure pas aussi longtemps qu'annoncé. Après une seule utilisation, la batterie était presque complètement déchargée. Vous ne pouvez pas non plus l'utiliser pendant qu'il est en charge, ce qui est vraiment nul lorsque vous avez terminé à mi-chemin et qu'il meurt. (Cela prend une éternité à charger)","Fer à friser automatique sans fil, multifonctionnel, Rechargeable par USB",N/A
nedia,5,2022-03-25 23:00:00 UTC,je suis trés satisfait. Merci,"ECOCO – étagère à épices murale avec cuillères, rangement d'articles de cuisine",https://expressshop.tn/produit/ecoco-etagere-a-epices-murale-avec-cuilleres/#judgeme_product_reviews
arij,4,2022-03-25 23:00:00 UTC,Je suis satisfait du colis.,"Support de Machine à laver Mobile, Base réglable, tapis de pied à roulettes",https://expressshop.tn/produit/support-de-machine-a-laver-mobile-base-reglable-tapis-de-pied-a-roulettes/#judgeme_product_reviews
omaima,4,2022-03-25 23:00:00 UTC,يعطيكم الصحة,"Lumière LED Ultra-mince avec détecteur de mouvement PIR, Rechargeable par USB",https://expressshop.tn/produit/lumiere-d-armoire-led/#judgeme_product_reviews
ikbel,4,2022-03-24 23:00:00 UTC,"Le batteur à main fait une impression de haute qualité et a l'air simple. Il dispose de 5 niveaux de vitesse, ce qui vous permet de régler de manière flexible le niveau souhaité pour un meilleur contrôle. Personnellement, je trouve les première et deuxième étapes très fortes. Les accessoires sont en acier inoxydable et vont au lave-vaisselle, ce qui est également très important pour moi. Je suis très enthousiasmé par le mélangeur à main.",Sonifer — Batteur à main électrique en acier inoxydable,https://expressshop.tn/produit/melangeur-a-main-electrique/#judgeme_product_reviews
jihen,4,2022-03-24 23:00:00 UTC,مايخذش بلاصة,Boîte d'Assaisonnement Murale de Cuisine Salière et Poivrière,https://expressshop.tn/produit/boite-dassaisonnement-murale-de-cuisine-saliere-et-poivriere/#judgeme_product_reviews
raghda,4,2022-03-24 23:00:00 UTC,يعطيكم الصحة bon produit,"Brosse sèche-cheveux électrique rotative 5 en 1, détachable et rotatif",N/A
bachir,4,2022-03-24 23:00:00 UTC,يعطيكم الصحة,Kemei–KM-2026 Rasoir Électrique Pro de Barbe et Cheveux pour Homme,https://expressshop.tn/produit/rasoir-electrique-pro-de-barbe-et-cheveux-pour-homme/#judgeme_product_reviews
aymen,5,2022-03-24 23:00:00 UTC,عجبني,"Nano autocollant 4D en Fiber de carbone 5M, Protection pour voiture",https://expressshop.tn/produit/nano-autocollant-protection-pour-voiture/#judgeme_product_reviews
wissal,4,2022-03-24 23:00:00 UTC,Achat satisfait,"Distributeur automatique de dentifrice mural, résistant à la poussière",https://expressshop.tn/produit/distributeur-automatique-de-dentifrice-mural/#judgeme_product_reviews
lazher,4,2022-03-24 23:00:00 UTC,تحفونة pratique,Porte-lunettes 3R Portable pour voiture,https://expressshop.tn/produit/porte-lunettes-3r-portable-pour-voiture/#judgeme_product_reviews
hejer,4,2022-03-24 23:00:00 UTC,يعطيكم الصحة عندي برشا نفركس علاها,"Aiguiseur de couteaux de cuisine électrique, professionnel, motorisée, rotative",https://expressshop.tn/produit/aiguiseur-de-couteaux-de-cuisine-electrique-professionnel-motorisee-rotative/#judgeme_product_reviews
roua,4,2022-03-24 23:00:00 UTC,يعطيكم الصحة article هبال,"Spin n Curl Fer à boucler rotatif en céramique, avec écran LCD",https://expressshop.tn/produit/spin-n-curl-fer-a-boucler-rotatif-en-ceramique/#judgeme_product_reviews
salwa,4,2022-03-24 23:00:00 UTC,Très simple à utiliser,"Fer à friser automatique sans fil, multifonctionnel, Rechargeable par USB",N/A
olfa,4,2022-03-24 23:00:00 UTC,عاونتني,Brosse magique avec poignée pour décontamination et nettoyage Super forte,https://expressshop.tn/produit/brosse-magique-avec-poignee/#judgeme_product_reviews
sourour,4,2022-03-23 23:00:00 UTC,استعمال ساهل,"Fer à friser automatique sans fil, multifonctionnel, Rechargeable par USB",N/A
nada,5,2022-03-23 23:00:00 UTC,Livraison rapide,Boîte d'Assaisonnement Murale de Cuisine Salière et Poivrière,https://expressshop.tn/produit/boite-dassaisonnement-murale-de-cuisine-saliere-et-poivriere/#judgeme_product_reviews
arij,5,2022-03-23 23:00:00 UTC,Très satisfait de la qualité,Sonifer - Sf 3528 Machine à café expresso électrique 1.6L,https://expressshop.tn/produit/sonifer-sf-3528-machine-a-cafe-expresso-electrique-1-6l/#judgeme_product_reviews
lilia,5,2022-03-23 23:00:00 UTC,ماظين بلباهي,"Coffret de couteaux de cuisine  6 Pièces, en acier inoxydable",https://expressshop.tn/produit/coffret-de-couteaux-de-cuisine-6-pieces-en-acier-inoxydable/#judgeme_product_reviews
zied,4,2022-03-23 23:00:00 UTC,يعطيكم الصحة,KEMEI – Rasoir électrique professionnel à Triple lame flottante 3D pour homme,https://expressshop.tn/produit/kemei-rasoir-electrique-professionnel-homme/#judgeme_product_reviews
souaad,4,2022-03-23 23:00:00 UTC,يعطيكم الصحة bon produit,Crayon Masseur électrique Anti-Rides pour les Yeux et Lèvres,https://expressshop.tn/produit/crayon-masseur-electrique-anti-rides-pour-les-yeux-et-levres/#judgeme_product_reviews
najwa,5,2022-03-22 23:00:00 UTC,c'était très bien,Sonifer — Batteur à main électrique en acier inoxydable,https://expressshop.tn/produit/melangeur-a-main-electrique/#judgeme_product_reviews
jihen,4,2022-03-22 23:00:00 UTC,produit super,Sonifer - Sf 3528 Machine à café expresso électrique 1.6L,https://expressshop.tn/produit/sonifer-sf-3528-machine-a-cafe-expresso-electrique-1-6l/#judgeme_product_reviews
souha,5,2022-03-22 23:00:00 UTC,سهل عليا التنظيم,Boîte d'Assaisonnement Murale de Cuisine Salière et Poivrière,https://expressshop.tn/produit/boite-dassaisonnement-murale-de-cuisine-saliere-et-poivriere/#judgeme_product_reviews
hejer,5,2022-03-22 23:00:00 UTC,نتيجة روعة,Crayon Masseur électrique Anti-Rides pour les Yeux et Lèvres,https://expressshop.tn/produit/crayon-masseur-electrique-anti-rides-pour-les-yeux-et-levres/#judgeme_product_reviews
naser,5,2022-03-21 23:00:00 UTC,عجبتني,Kemei–KM-2026 Rasoir Électrique Pro de Barbe et Cheveux pour Homme,https://expressshop.tn/produit/rasoir-electrique-pro-de-barbe-et-cheveux-pour-homme/#judgeme_product_reviews
omar,5,2022-03-21 23:00:00 UTC,رتحتوني من القعدة في القهوة,Sonifer - Sf 3528 Machine à café expresso électrique 1.6L,https://expressshop.tn/produit/sonifer-sf-3528-machine-a-cafe-expresso-electrique-1-6l/#judgeme_product_reviews
samir,4,2022-03-20 23:00:00 UTC,J'adore ce moulin à grains électrique avec deux lames en acier inoxydable puissante ! Il est facile à utiliser et peut moudre une grande quantité d'aliments en peu de temps.,"Broyeur électrique en acier inoxydable, avec grande capacité",https://expressshop.tn/produit/broyeur-electrique-en-acier-inoxydable/#judgeme_product_reviews
ameni,5,2022-03-20 23:00:00 UTC,"Fonctionne très bien, je suis très contente","Trancheuse à Mandoline réglable, multifonctionnel en acier inoxydable",https://expressshop.tn/produit/trancheuse-a-mandoline-reglable-multifonctionnel/#judgeme_product_reviews
rayen,5,2022-03-20 23:00:00 UTC,تحفونا,KEMEI – Rasoir électrique professionnel à Triple lame flottante 3D pour homme,https://expressshop.tn/produit/kemei-rasoir-electrique-professionnel-homme/#judgeme_product_reviews
mourad,5,2022-03-20 23:00:00 UTC,résultat pro,Kemei–KM-2026 Rasoir Électrique Pro de Barbe et Cheveux pour Homme,https://expressshop.tn/produit/rasoir-electrique-pro-de-barbe-et-cheveux-pour-homme/#judgeme_product_reviews
mouhamed,5,2022-03-19 23:00:00 UTC,produit fonctionne bien,KEMEI – Rasoir électrique professionnel à Triple lame flottante 3D pour homme,https://expressshop.tn/produit/kemei-rasoir-electrique-professionnel-homme/#judgeme_product_reviews
zohra,5,2022-03-19 23:00:00 UTC,"Facile à ouvrir, à fermer, à lire et précis - comparé à ma balance de cuisine plus grande et plus permanente. Le fait est qu'il doit être accompagné d'un bol ou d'une assiette en plastique. Je n'en ai pas vu à acheter séparément.",Balance de cuisine numérique pliable,https://expressshop.tn/produit/balance-de-cuisine-numerique-pliable/#judgeme_product_reviews
souhir,4,2022-03-19 23:00:00 UTC,super article,Boîte d'Assaisonnement Murale de Cuisine Salière et Poivrière,https://expressshop.tn/produit/boite-dassaisonnement-murale-de-cuisine-saliere-et-poivriere/#judgeme_product_reviews
khawla,4,2022-03-19 23:00:00 UTC,bon qualité,"Trancheuse à Mandoline réglable, multifonctionnel en acier inoxydable",https://expressshop.tn/produit/trancheuse-a-mandoline-reglable-multifonctionnel/#judgeme_product_reviews
kathem,5,2022-03-19 23:00:00 UTC,Ce moulin à grains électrique avec deux lames en acier inoxydable puissante est facile à utiliser et peut moudre rapidement une grande quantité d'aliments. Je le recommande vivement.,"Broyeur électrique en acier inoxydable, avec grande capacité",https://expressshop.tn/produit/broyeur-electrique-en-acier-inoxydable/#judgeme_product_reviews
tassnim,5,2022-03-19 23:00:00 UTC,نتيجة روعة,"Brosse sèche-cheveux électrique rotative 5 en 1, détachable et rotatif",N/A
aziz,4,2022-03-19 23:00:00 UTC,حجمتلي  حجامة pro,Kemei–KM-2026 Rasoir Électrique Pro de Barbe et Cheveux pour Homme,https://expressshop.tn/produit/rasoir-electrique-pro-de-barbe-et-cheveux-pour-homme/#judgeme_product_reviews
hadil,4,2022-03-19 23:00:00 UTC,رحتلي برشا حاجات,"Sonifer – Moulin électrique à café, herbes, noix en acier inoxydable",https://expressshop.tn/produit/sonifer-moulin-electrique-en-acier-inoxydable/#judgeme_product_reviews
nedia,4,2022-03-19 23:00:00 UTC,Très simple à utiliser,Crayon Masseur électrique Anti-Rides pour les Yeux et Lèvres,https://expressshop.tn/produit/crayon-masseur-electrique-anti-rides-pour-les-yeux-et-levres/#judgeme_product_reviews
nouha,5,2022-03-19 23:00:00 UTC,j'adord,Kit Lumières LED Hexagonale 6 Modules Tactile + Commande Décoration,https://expressshop.tn/produit/kit-lumieres-led-hexagonale-6-modules-tactile-commande-decoration/#judgeme_product_reviews
mouhamed,4,2022-03-19 23:00:00 UTC,Tout va bien. Comme dans la description,"Coffret de couteaux de cuisine  6 Pièces, en acier inoxydable",https://expressshop.tn/produit/coffret-de-couteaux-de-cuisine-6-pieces-en-acier-inoxydable/#judgeme_product_reviews
sara,5,2022-03-19 23:00:00 UTC,عجبني برشا,"Porte-balai mural auto-adhésif, organisateur d'accessoires salle de bains, cuisine",https://expressshop.tn/produit/porte-balai-mural-auto-adhesif/#judgeme_product_reviews
souhir,4,2022-03-19 23:00:00 UTC,عجبتني pratique,Sonifer — Batteur à main électrique en acier inoxydable,https://expressshop.tn/produit/melangeur-a-main-electrique/#judgeme_product_reviews
lamia,5,2022-03-18 23:00:00 UTC,نتيجة مزيانة,"Spin n Curl Fer à boucler rotatif en céramique, avec écran LCD",https://expressshop.tn/produit/spin-n-curl-fer-a-boucler-rotatif-en-ceramique/#judgeme_product_reviews
sondes,5,2022-03-18 23:00:00 UTC,"C'est une jolie petite balance qui est assez facile à utiliser. Il vous suffit de l'ouvrir, de le poser sur une surface plane et de le remettre. Il n'y a pas besoin d'étalonnage zéro car il s'auto-étalonne dès que vous l'allumez. Il semble être assez précis et aussi assez sensible aux petits poids. J'ai pu mesurer le poids du morceau de carton d'emballage dans lequel il est entré, et si je dois deviner, il semble avoir une précision supérieure à un gramme. Donc, pour les tâches ménagères et de cuisine ordinaires, cela devrait suffire amplement.",Balance de cuisine numérique pliable,https://expressshop.tn/produit/balance-de-cuisine-numerique-pliable/#judgeme_product_reviews
hela,5,2022-03-18 23:00:00 UTC,fonctionne très bien,Boîte d'Assaisonnement Murale de Cuisine Salière et Poivrière,https://expressshop.tn/produit/boite-dassaisonnement-murale-de-cuisine-saliere-et-poivriere/#judgeme_product_reviews
